[background-preinit] INFO  | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 8.0.2.Final (Version.java:21)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.teacher.TeacherController#getAllTeachers() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.teacher.TeacherResponse@8d51adc, com.isi.scolaire.teacher.TeacherResponse@3553c251 (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/registrations", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.registration.RegistrationController#getAllRegistrations() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/academieYears", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.academieYear.AcademieYearController#getAllAcademieYears() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#getAllPrograms() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/students", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#getAllAgents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.student.StudentController#getAllStudents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.student.StudentResponse@6294e4, com.isi.scolaire.student.StudentResponse@64adf98d, (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#getAllAgents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#addAgent(AdministrativeAgentRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.administrativeAgent.AdministrativeAgentRequest@271f7342] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.administrativeAgent.AdministrativeAgentResponse@6d43aa5] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#getAllAgents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.administrativeAgent.AdministrativeAgentResponse@558b5d80]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#addAgent(AdministrativeAgentRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.administrativeAgent.AdministrativeAgentRequest@151ebfb9] (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.administrativeAgent.AdministrativeAgentResponse@2d3d08c7] (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/agents", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.administrativeAgent.AdministrativeAgentController#getAllAgents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.administrativeAgent.AdministrativeAgentResponse@52806f93, com.isi.scolaire.adminis (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/students", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.student.StudentController#getAllStudents() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.student.StudentResponse@40e8fba2, com.isi.scolaire.student.StudentResponse@53b65f1 (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/teachers", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.teacher.TeacherController#getAllTeachers() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.teacher.TeacherResponse@70df32d9, com.isi.scolaire.teacher.TeacherResponse@2906bae (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/registrations", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.registration.RegistrationController#getAllRegistrations() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/courses", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.courses.CourseController#getAllCourses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/halfYearly", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.halfYearly.HalfYearlyController#getAllHalfYearly() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/academieYears", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.academieYear.AcademieYearController#getAllAcademieYears() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#addKind(SectorRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.sectors.SectorRequest@26860d9] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.sectors.SectorResponse@4edeaeef] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@1575c16c]] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#addKind(SectorRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.sectors.SectorRequest@1edb9d7b] (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.sectors.SectorResponse@2603bec4] (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@7682ffb3, com.isi.scolaire.sectors.SectorResponse@54fd6b99]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@56e1f91c, com.isi.scolaire.sectors.SectorResponse@3c08b996]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
